NUMBER xcentroid ycentroid ellipticity orientation equivalent_radius
49 1451.92 83.47 0.19 -83.02 5.32
50 397.35 87.27 0.27 49.00 5.92
51 1072.36 82.91 0.17 -24.66 2.76
52 1357.46 83.82 0.63 -84.83 1.69
53 913.33 87.26 0.51 62.60 2.99
54 1358.75 93.01 0.82 -89.96 2.76
55 168.61 98.37 0.31 68.58 3.34
56 871.14 99.62 0.48 57.61 1.60
57 893.11 107.63 0.13 82.42 4.75
58 1850.58 104.56 0.41 42.83 1.95
59 154.85 108.69 0.12 -8.49 2.46
60 692.71 110.71 0.33 72.14 4.48
61 1365.08 109.98 0.54 -84.76 1.95
62 1920.79 108.91 0.38 61.35 1.69
63 1847.73 112.37 0.43 -47.15 3.19
64 1226.35 114.11 0.32 -67.56 2.39
65 1742.58 119.59 0.32 -51.69 4.41
66 1572.56 126.47 0.14 -65.19 8.27
67 1919.40 121.62 0.29 -52.81 2.93
68 929.85 123.27 0.25 -35.03 3.14
69 1365.41 122.34 0.71 -65.05 1.95
70 1312.34 134.24 0.16 -85.25 4.58
71 1034.23 137.85 0.35 79.63 2.52
72 1364.60 137.39 0.23 -54.85 2.26
73 1540.14 137.98 0.20 -56.47 2.76
74 736.90 141.27 0.72 28.92 2.11
75 1942.91 140.99 0.52 -32.07 1.69
76 1258.43 143.23 0.28 71.01 2.11
77 135.90 149.01 0.30 38.61 6.58
78 1285.11 144.97 0.31 -74.61 1.87
79 1938.98 145.30 0.44 76.56 1.60
80 1363.69 147.76 0.70 -77.74 1.87
81 1313.76 149.25 0.31 -70.88 2.03
82 741.93 150.84 0.27 -67.38 3.19
83 868.00 153.37 0.39 76.07 3.34
84 1189.24 155.10 0.43 63.63 4.69
85 1326.62 151.16 0.53 -53.13 1.60
86 1299.00 160.04 0.12 -34.26 5.73
87 296.16 162.58 0.26 36.29 5.20
88 1352.22 164.71 0.43 70.95 2.39
89 1192.88 168.25 0.21 36.54 3.61
90 844.22 169.29 0.26 61.62 2.76
91 823.08 169.13 0.43 6.53 2.03
92 1229.74 178.34 0.09 87.31 5.08
93 1364.97 174.75 0.41 -20.93 2.03
94 344.44 180.24 0.30 39.08 5.67
95 278.99 184.12 0.41 -50.28 6.75
96 1214.53 181.02 0.22 -30.90 3.04
97 443.89 189.09 0.27 40.13 7.55
98 1387.69 184.42 0.22 7.29 2.11
99 1363.52 186.52 0.58 77.15 1.69
100 199.18 188.41 0.58 -81.15 2.03
101 1598.23 193.42 0.19 89.90 4.03
102 1791.90 195.56 0.64 -36.93 2.46
103 1251.07 201.38 0.10 -67.89 5.11
104 1550.35 199.22 0.26 -45.83 2.88
105 923.61 200.33 0.37 60.18 2.11
106 1331.19 200.45 0.22 89.30 1.78
107 430.35 205.28 0.20 20.91 4.33
108 283.25 209.20 0.28 44.21 5.84
109 607.18 212.04 0.16 -51.23 7.80
110 1061.04 213.07 0.15 -86.39 5.67
111 1820.72 209.96 0.30 -49.95 3.57
112 1755.83 212.91 0.22 -57.78 6.02
113 1208.59 218.05 0.03 -64.91 9.76
114 1863.35 219.29 0.19 -53.08 6.79
115 967.70 214.94 0.37 -52.86 2.11
116 457.79 218.16 0.14 56.45 3.95
117 1989.61 222.20 0.30 -83.09 7.33
118 285.80 239.05 0.21 38.68 20.94
119 1684.49 227.21 0.17 -56.29 8.21
120 178.55 225.79 0.34 -41.56 1.87
121 793.80 226.93 0.09 64.26 2.93
122 1491.58 227.07 0.50 27.20 3.70
123 919.93 238.64 0.05 -83.90 10.75
124 65.06 229.91 0.24 66.04 2.88
125 702.54 229.66 0.15 -17.04 1.87
126 984.24 236.20 0.07 -80.33 6.43
127 183.88 235.04 0.29 33.51 6.15
128 632.09 239.88 0.11 68.33 10.42
129 1153.80 231.51 0.39 -82.07 1.60
130 828.36 235.93 0.09 70.02 5.20
131 686.29 236.86 0.33 -81.91 3.19
132 1602.57 233.94 0.37 -2.65 2.11
133 1125.64 244.22 0.06 -78.76 8.14
134 731.36 238.16 0.64 -74.48 1.60
135 1759.62 238.67 0.67 8.13 1.60
136 687.17 249.76 0.37 -68.36 5.05
137 1549.91 246.85 0.19 -59.03 4.22
138 519.52 248.04 0.27 22.76 2.26
139 1451.99 251.06 0.27 -52.85 3.39
140 1156.77 254.66 0.67 50.32 3.91
141 2028.81 253.19 0.16 77.74 2.82
142 734.58 255.21 0.07 51.94 4.82
143 1776.51 259.97 0.29 -42.60 2.93
144 1872.15 262.29 0.25 30.98 1.95
145 504.84 262.90 0.18 -45.45 1.60
146 162.17 268.15 0.27 30.20 6.68
147 339.87 271.85 0.21 42.93 6.31
148 1091.04 271.77 0.40 -33.70 7.00
149 576.81 284.08 0.09 52.29 14.16
150 781.54 270.45 0.38 -24.20 1.69
151 1968.03 280.94 0.15 -42.09 9.47
152 226.65 282.27 0.26 36.41 9.29
153 1243.31 277.83 0.36 -55.59 2.46
154 1389.13 279.75 0.15 -15.29 3.57
155 2034.82 277.17 0.59 -21.46 1.69
156 2000.14 279.31 0.29 43.74 2.59
157 1796.60 289.75 0.17 4.32 9.29
158 1647.75 286.33 0.27 67.67 3.43
159 1148.39 289.54 0.24 1.98 5.05
160 1428.51 287.56 0.08 -67.21 4.18
161 544.45 287.88 0.43 15.01 2.33
162 1457.68 287.05 0.28 35.37 1.60
163 112.16 290.34 0.51 35.25 2.71
164 176.61 293.73 0.23 51.11 4.15
165 375.53 292.06 0.38 31.80 2.03
166 1722.84 294.85 0.12 20.21 2.93
167 841.29 300.14 0.08 82.28 6.65
168 451.24 296.79 0.48 36.56 2.26
169 1141.91 302.29 0.05 23.06 6.08
170 190.85 298.92 0.21 -44.50 1.60
171 963.49 302.03 0.27 -18.31 2.65
172 692.43 306.28 0.37 89.37 3.14
173 912.13 308.75 0.14 -63.61 4.51
174 1282.34 307.33 0.15 39.30 2.03
175 1445.91 310.51 0.30 -35.07 4.22
176 1420.98 311.55 0.19 -69.13 3.83
177 1591.16 314.54 0.13 -76.38 5.70
178 1091.70 310.95 0.20 -45.16 2.33
179 1142.70 312.07 0.15 79.04 2.82
180 1105.28 323.56 0.09 14.78 6.84
181 1457.45 321.69 0.22 -33.64 3.66
182 149.01 322.43 0.23 -12.63 3.24
183 1366.38 326.06 0.58 89.87 2.26
184 2025.34 331.11 0.29 -54.67 4.51
185 1244.90 331.94 0.17 -76.03 4.58
186 715.55 334.46 0.15 -20.92 5.75
187 1823.30 331.97 0.46 -14.95 1.60
188 78.08 337.81 0.31 32.72 4.58
189 838.12 335.14 0.52 -37.23 1.95
190 409.34 338.20 0.41 29.58 3.09
191 468.54 338.27 0.24 10.21 3.48
192 1760.33 336.80 0.38 4.97 2.52
193 1665.62 339.17 0.08 -33.94 2.88
194 1896.06 341.08 0.11 -49.53 4.75
195 1525.77 347.75 0.20 0.01 10.54
196 864.27 346.03 0.09 -81.38 5.86
197 431.77 343.57 0.26 -44.94 3.87
198 1826.03 344.80 0.30 19.38 5.41
199 458.76 347.50 0.43 23.63 2.99
200 1147.56 347.07 0.25 40.73 2.82
201 2017.44 346.17 0.54 -31.22 2.03
202 608.84 351.39 0.11 65.52 5.44
203 1246.22 350.60 0.11 -79.87 5.11
204 1809.92 348.94 0.27 -55.13 3.04
205 43.52 352.23 0.49 31.38 5.44
206 667.52 350.25 0.32 82.68 2.03
207 1462.24 352.15 0.14 -62.53 3.24
208 1849.85 351.68 0.16 -47.37 2.03
209 1907.64 353.12 0.47 49.31 2.33
210 258.42 357.24 0.31 35.11 5.56
211 497.88 354.89 0.21 -42.13 1.60
212 950.97 366.58 0.06 -76.49 9.92
213 1569.56 359.77 0.22 32.98 1.95
214 1939.00 365.12 0.28 -81.44 4.65
215 1905.49 362.19 0.33 88.83 2.82
216 108.84 361.87 0.20 -45.20 1.60
217 1172.24 371.93 0.06 -77.66 8.59
218 1698.22 365.75 0.19 -54.97 4.65
219 250.22 368.57 0.30 38.57 6.96
220 397.46 363.93 0.29 3.43 1.69
221 751.12 371.35 0.12 67.88 5.59
222 703.36 369.09 0.23 38.07 2.99
223 1622.64 372.31 0.46 -72.73 4.11
224 1221.24 373.27 0.10 -78.99 4.51
225 1736.54 374.94 0.14 -64.80 3.14
226 1509.51 378.37 0.36 -78.77 4.98
227 1020.42 376.13 0.24 -75.55 2.33
228 1139.78 380.02 0.23 -59.75 4.15
229 408.86 382.72 0.16 38.71 2.65
230 1316.29 384.29 0.15 -79.48 3.48
231 40.73 385.73 0.15 -25.96 2.46
232 1596.10 384.28 0.56 15.64 1.87
233 770.61 391.61 0.08 -10.72 6.89
234 1925.00 388.48 0.15 -55.53 4.48
235 1689.69 393.16 0.29 -43.02 6.84
236 1795.54 390.72 0.31 -44.03 2.93
237 1679.53 390.14 0.25 -33.86 1.60
238 1344.18 393.43 0.07 85.60 4.03
239 1215.08 394.24 0.09 -85.78 3.66
240 751.20 399.53 0.06 -87.03 7.27
241 1494.61 395.92 0.46 -45.82 3.19
242 520.25 396.03 0.05 34.83 3.66
243 1949.23 396.47 0.30 51.13 2.19
244 141.60 399.37 0.57 56.98 2.52
245 185.59 398.35 0.41 79.43 1.78
246 407.28 398.84 0.40 64.99 2.93
247 1196.16 399.00 0.43 17.05 3.34
248 236.42 402.31 0.62 40.86 1.69
249 1314.70 405.60 0.23 -68.38 4.48
250 1929.77 402.60 0.16 -32.97 1.95
251 1465.66 404.62 0.22 13.41 2.33
252 1893.28 417.10 0.09 -50.38 9.04
253 1464.73 417.13 0.23 -45.02 3.78
254 156.42 418.60 0.16 21.25 2.19
255 905.99 422.55 0.26 -63.77 2.46
256 1163.38 426.34 0.20 76.48 2.52
257 1275.25 429.59 0.08 76.84 3.78
258 1423.66 427.20 0.11 15.78 3.14
259 1967.50 428.38 0.15 -67.61 2.39
260 1246.82 433.94 0.12 -86.29 6.00
261 961.74 437.41 0.46 33.46 2.46
262 1781.16 437.56 0.52 -83.21 2.26
263 1016.55 440.96 0.53 -67.31 3.74
264 1484.79 444.78 0.06 -74.51 5.11
265 349.81 445.71 0.12 51.58 2.46
266 1499.81 446.50 0.24 -83.57 2.76
267 133.42 446.59 0.39 23.34 3.43
268 853.67 446.21 0.66 56.69 1.69
269 85.77 449.20 0.59 52.67 2.26
270 1309.14 448.80 0.21 78.70 1.60
271 708.99 454.74 0.18 -52.75 2.82
272 1157.57 453.36 0.32 5.83 2.39
273 1065.35 455.93 0.28 57.73 3.48
274 129.59 466.98 0.30 24.24 12.24
275 1847.15 458.98 0.12 -32.61 4.33
276 54.00 460.44 0.36 33.79 3.61
277 659.71 460.58 0.17 -55.13 3.52
278 941.35 459.93 0.34 -34.92 2.82
279 1359.12 458.68 0.49 38.25 1.69
280 334.52 465.20 0.27 -75.72 1.87
281 1204.04 467.79 0.20 -84.83 3.09
282 476.18 473.20 0.14 43.85 5.64
283 1767.85 473.93 0.15 -28.85 5.14
284 749.04 474.78 0.20 78.24 3.99
285 257.34 475.25 0.27 -6.30 3.48
286 387.53 476.73 0.12 64.64 4.72
287 1099.04 475.20 0.02 37.20 2.71
288 161.26 485.62 0.28 30.65 9.51
289 1319.88 479.34 0.06 -66.12 5.11
290 37.36 481.53 0.40 25.78 5.05
291 445.62 480.33 0.18 58.19 4.22
292 1145.53 478.39 0.20 -65.12 2.99
293 1532.76 482.66 0.29 -15.14 5.97
294 781.11 481.92 0.33 -80.48 3.14
295 1349.34 479.16 0.18 57.00 1.78
296 2010.90 482.91 0.25 -39.53 3.99
297 63.18 483.43 0.60 63.07 2.11
298 625.31 485.51 0.30 -20.18 2.39
299 1349.53 486.16 0.57 -86.68 2.03
300 147.23 489.75 0.35 41.02 5.08
301 1703.29 485.94 0.37 -75.57 1.69
302 726.11 487.30 0.25 40.67 2.82
303 605.34 489.05 0.25 -22.75 1.95
304 2030.71 490.40 0.51 8.67 1.78
305 913.70 490.94 0.37 22.17 1.60
306 1329.89 498.28 0.18 19.98 3.43
307 799.81 504.73 0.38 89.46 6.98
308 1199.44 502.59 0.06 88.21 5.94
309 58.25 501.75 0.30 19.52 5.26
310 1017.56 501.83 0.14 65.74 4.22
311 1589.37 504.88 0.43 -84.96 4.30
312 1770.89 502.54 0.11 8.66 3.52
313 276.39 501.25 0.24 32.23 1.95
314 1852.02 505.08 0.12 -53.19 5.64
315 642.56 503.90 0.11 82.46 3.24
316 942.88 504.89 0.29 -7.15 3.14
317 1348.91 505.96 0.83 -68.56 1.60
318 290.97 505.36 0.51 67.32 1.60
319 530.66 506.46 0.22 77.42 2.71
320 879.83 507.44 0.23 -10.75 2.19
321 1375.74 506.99 0.58 25.36 1.78
322 1044.90 514.07 0.10 -81.10 4.33
323 507.36 512.72 0.08 59.95 2.26
324 482.35 516.48 0.06 -19.60 2.71
325 1573.75 515.83 0.33 -31.77 2.65
326 1716.04 520.68 0.06 -42.36 6.51
327 1852.23 518.72 0.10 -52.65 3.61
328 60.13 518.82 0.25 27.49 3.66
329 1345.19 521.44 0.50 72.81 4.79
330 1316.52 522.86 0.15 68.29 3.09
331 1960.91 521.25 0.36 -59.11 1.60
332 1997.53 524.59 0.19 -57.13 3.19
333 815.44 528.04 0.08 -79.05 4.15
334 959.00 526.11 0.16 60.12 2.33
335 1824.03 526.55 0.37 -63.31 1.78
336 1236.23 528.98 0.16 59.02 3.14
337 1742.82 529.61 0.55 -11.96 3.43
338 1759.39 531.46 0.04 -86.62 4.89
339 587.42 534.07 0.34 56.41 3.14
340 1379.13 534.48 0.33 -69.81 2.93
341 1319.12 537.21 0.12 45.55 5.81
342 764.84 534.68 0.17 -10.93 2.52
343 305.34 538.43 0.04 -14.95 2.11
344 354.73 538.74 0.27 46.13 1.87
345 456.06 543.10 0.34 -13.73 7.29
346 642.77 544.38 0.17 -87.65 7.76
347 575.74 541.76 0.19 59.50 3.87
348 1885.86 539.17 0.19 32.80 1.87
349 1049.95 547.12 0.13 -78.73 8.04
350 1953.10 541.86 0.38 59.74 2.82
351 332.28 552.09 0.29 37.34 3.57
352 1406.71 551.16 0.33 -80.34 2.11
353 575.19 555.08 0.08 -83.47 5.47
354 113.65 555.39 0.31 22.31 5.97
355 1085.39 555.63 0.14 -3.31 2.26
356 1154.71 559.39 0.14 -80.82 4.89
357 881.36 565.11 0.19 -47.77 4.41
358 1898.11 561.86 0.23 45.93 1.60
359 577.72 568.88 0.07 67.81 6.18
360 1544.24 568.65 0.04 78.96 3.78
361 1609.60 566.48 0.36 18.05 1.78
362 1785.14 567.70 0.10 56.31 2.76
363 182.96 568.85 0.04 81.79 2.93
364 1921.81 567.55 0.49 -45.94 1.78
365 2022.50 568.02 0.51 -37.86 2.11
366 1849.98 571.26 0.09 -63.46 4.65
367 767.58 569.68 0.29 36.06 2.33
368 1064.58 572.46 0.11 -72.67 4.95
369 1424.11 571.56 0.09 12.40 3.14
370 1643.19 575.73 0.35 17.86 7.98
371 1035.19 574.56 0.09 -80.92 5.05
372 1497.61 579.61 0.07 -61.32 9.15
373 1357.15 582.39 0.03 -39.91 9.52
374 956.41 574.87 0.48 -47.12 1.60
375 1762.61 577.27 0.18 -23.12 1.87
376 524.55 590.38 0.07 64.88 11.47
377 894.11 581.63 0.07 -53.25 5.17
378 302.25 581.25 0.75 64.71 1.60
379 903.79 584.87 0.07 -87.49 3.66
380 1842.15 587.51 0.07 -45.52 7.05
381 790.23 589.25 0.10 -88.82 7.16
382 249.26 584.60 0.38 39.57 2.11
383 1413.34 591.68 0.10 -61.66 7.00
384 1444.79 586.10 0.38 68.11 1.60
385 1588.70 590.49 0.05 -34.60 6.43
386 1864.19 586.77 0.28 -58.29 2.76
387 996.91 596.11 0.39 53.94 4.62
388 1522.53 595.43 0.07 78.04 4.07
389 1652.85 593.25 0.23 -9.36 2.33
390 545.13 595.43 0.18 63.51 3.43
391 336.23 596.72 0.36 59.26 2.93
392 1275.33 599.68 0.05 -81.64 6.91
393 1733.38 597.58 0.06 -52.16 4.79
394 1856.24 596.14 0.08 38.28 3.29
395 1888.30 597.91 0.04 38.31 3.74
396 1200.20 599.36 0.21 73.53 1.78
397 1572.27 609.30 0.05 -62.38 10.30
398 387.25 623.72 0.14 11.75 19.25
399 1463.50 607.43 0.25 2.45 5.38
400 1613.61 611.94 0.06 -75.82 9.06
401 350.34 606.82 0.16 32.77 2.65
402 249.53 605.51 0.55 0.68 1.60
403 2016.83 609.78 0.46 -47.65 1.60
404 1997.40 622.07 0.30 48.57 8.12
405 677.48 619.42 0.11 75.32 5.14
406 982.87 626.46 0.15 -49.62 5.70
407 1038.00 624.01 0.45 -75.12 2.03
408 946.67 627.80 0.20 78.00 3.78
409 1770.70 625.95 0.04 -79.53 2.59
410 455.18 630.23 0.08 60.14 5.14
411 1453.11 629.31 0.40 -50.65 2.26
412 406.70 631.53 0.79 -52.98 1.60
413 1181.69 635.39 0.10 -69.62 6.63
414 1427.11 633.76 0.43 79.55 2.76
415 964.45 631.95 0.24 -76.69 1.69
416 1305.49 632.66 0.12 -88.95 2.03
417 2019.07 634.60 0.18 62.66 2.99
418 813.75 635.02 0.39 -27.05 1.60
419 499.49 648.60 0.14 78.00 7.80
420 1559.34 647.07 0.26 -3.11 5.05
421 1052.03 660.23 0.10 -7.63 7.36
422 1605.66 657.59 0.11 -73.70 4.95
423 892.44 655.17 0.14 -16.94 2.03
424 1723.21 659.79 0.04 76.16 5.73
425 163.73 666.63 0.25 22.71 10.65
426 1958.79 660.92 0.49 80.66 1.69
427 330.17 663.03 0.18 42.98 3.95
428 1905.03 661.53 0.39 -36.75 3.48
429 775.25 666.24 0.03 53.31 5.84
430 1975.67 662.03 0.51 -27.39 2.11
431 1497.32 664.35 0.44 32.50 1.87
432 464.28 668.63 0.07 -73.29 4.92
433 1782.11 671.78 0.02 86.66 7.38
434 1472.67 666.98 0.43 -60.42 1.87
435 271.78 670.31 0.29 16.57 4.95
436 524.26 668.87 0.53 -35.14 1.60
437 945.31 670.39 0.01 9.22 1.78
438 1060.48 672.96 0.15 82.62 4.22
439 612.99 675.64 0.17 58.79 4.79
440 991.50 676.27 0.18 23.08 4.75
441 1167.05 675.54 0.25 65.97 2.71
442 31.58 680.43 0.23 -3.01 2.03
443 1616.90 681.07 0.51 -76.46 1.95
444 1968.38 690.96 0.14 7.06 10.54
445 952.47 684.37 0.63 31.76 2.03
446 1735.05 692.12 0.14 -67.01 3.78
447 1140.41 694.68 0.08 -0.73 2.65
448 1903.40 692.92 0.52 3.05 2.19
449 681.71 697.22 0.43 -81.49 3.09
450 846.93 695.91 0.18 -82.98 2.46
451 1443.14 698.21 0.06 -10.02 4.07
452 713.52 699.54 0.08 54.95 3.66
453 200.01 701.59 0.27 21.36 5.29
454 1490.60 705.29 0.10 -75.65 5.64
455 1617.47 702.39 0.41 54.07 2.19
456 1766.32 704.04 0.34 -66.29 2.88
457 1966.11 703.77 0.53 -47.67 1.60
458 1266.25 705.69 0.17 24.86 4.48
459 315.67 706.07 0.13 11.03 3.83
460 610.69 714.73 0.03 -32.35 7.20
461 171.62 711.05 0.40 6.86 3.19
462 500.85 713.72 0.25 72.29 4.11
463 28.01 713.88 0.34 7.50 5.89
464 1971.60 715.76 0.58 -33.79 3.29
465 1475.07 715.99 0.11 -40.66 3.61
466 489.92 718.94 0.27 8.42 3.99
467 1795.01 722.10 0.06 -27.02 5.97
468 1808.06 722.72 0.25 -89.45 4.48
469 642.62 723.62 0.26 -38.17 4.82
470 1924.28 724.91 0.30 51.96 3.61
471 960.57 726.56 0.37 59.40 2.82
472 1674.10 728.78 0.08 -24.97 4.85
473 1595.17 730.80 0.12 -81.19 4.79
474 1845.31 731.18 0.14 -70.01 4.79
475 116.17 731.53 0.32 13.95 5.26
476 1826.31 730.30 0.47 -28.09 4.11
477 44.03 733.37 0.21 11.39 3.87
478 1093.68 734.56 0.14 18.37 3.57
479 180.91 738.88 0.24 15.04 6.70
480 972.83 737.35 0.39 78.42 3.34
481 1926.58 736.08 0.15 8.70 3.39
482 1415.58 741.14 0.17 -77.34 4.98
483 1881.06 737.99 0.19 62.68 1.95
484 597.41 739.52 0.70 80.11 1.69
485 1450.27 743.67 0.08 -79.30 5.08
486 1613.34 745.71 0.09 -25.43 4.22
487 774.78 747.60 0.17 72.53 1.69
488 1959.42 755.11 0.14 -34.79 6.21
489 1476.97 753.55 0.59 -55.37 2.19
490 968.77 760.42 0.07 -83.22 7.09
491 1203.87 760.06 0.10 -81.05 4.92
492 756.73 758.87 0.42 69.84 2.19
493 786.39 761.84 0.04 89.26 3.43
494 23.89 762.89 0.25 -45.40 3.39
495 1159.14 763.39 0.12 81.52 4.58
496 1487.91 763.04 0.15 -73.33 4.07
497 1766.38 761.60 0.05 -24.77 2.93
498 678.94 763.71 0.08 -55.84 3.43
499 1576.08 763.24 0.13 66.48 2.11
500 65.16 763.94 0.17 -35.56 2.33
501 578.63 771.67 0.08 83.15 6.84
502 1379.21 766.47 0.46 -29.43 2.19
503 1893.27 769.28 0.16 -72.78 2.71
504 1758.07 774.25 0.05 -66.71 6.26
505 1596.08 776.22 0.30 80.33 2.03
506 1140.90 780.30 0.07 -85.83 3.14
507 820.38 781.36 0.17 74.96 3.29
508 909.81 784.65 0.26 61.79 2.71
509 309.42 786.20 0.14 56.26 4.26
510 768.05 787.37 0.37 -71.70 3.24
511 1508.68 787.59 0.19 59.11 3.78
512 1098.38 790.61 0.35 -2.11 3.39
513 199.48 798.22 0.23 17.54 9.92
514 746.95 792.88 0.07 -68.39 3.78
515 74.70 795.51 0.35 23.38 4.30
516 354.84 794.58 0.11 11.52 3.87
517 1307.33 795.55 0.28 -88.45 3.61
518 1251.56 797.07 0.17 -46.70 4.48
519 1627.85 794.09 0.60 41.45 1.60
520 701.35 797.70 0.10 -44.12 3.57
521 870.44 799.37 0.14 51.74 4.82
522 660.59 798.32 0.51 52.19 1.69
523 1575.93 802.25 0.08 -72.09 5.38
524 1918.29 803.17 0.05 -55.16 3.87
525 1423.21 804.01 0.18 86.49 3.24
526 1473.17 804.19 0.47 29.40 2.33
527 1660.57 806.36 0.27 89.27 3.19
528 921.82 806.74 0.12 88.58 2.76
529 1174.59 807.42 0.12 -35.55 3.66
530 1364.56 811.62 0.13 -73.29 4.82
531 45.32 817.65 0.49 8.92 9.67
532 1777.39 813.21 0.19 5.44 3.39
533 326.99 813.41 0.36 -57.70 2.93
534 1013.03 820.76 0.25 81.35 4.41
535 196.27 819.75 0.21 27.98 2.65
536 1493.81 822.66 0.21 71.09 5.23
537 1885.65 821.95 0.05 -48.52 3.48
538 219.37 821.84 0.26 28.05 3.43
539 1502.47 823.00 0.30 51.15 2.39
540 1719.97 827.08 0.08 -78.60 6.33
541 120.85 836.00 0.13 -73.90 9.76
542 1900.14 824.72 0.47 81.54 2.03
543 629.25 832.87 0.23 43.50 4.51
544 315.81 834.63 0.19 -21.40 3.61
545 1607.29 839.93 0.10 -84.95 4.62
546 617.70 845.72 0.08 89.50 4.22
547 1639.64 846.07 0.22 -54.98 4.41
548 693.41 848.41 0.07 73.91 5.11
549 1065.16 856.28 0.11 -78.11 4.69
550 129.03 857.72 0.39 9.95 3.09
551 1562.45 865.42 0.52 -68.46 7.90
552 1320.97 861.92 0.40 -37.15 3.87
553 1036.45 862.38 0.23 77.67 3.91
554 173.51 864.77 0.11 18.96 3.39
555 181.01 862.79 0.28 22.89 2.26
556 199.96 867.60 0.23 18.48 4.89
557 1272.68 866.85 0.13 75.34 4.11
558 18.50 867.91 0.59 -9.02 2.59
559 1177.31 869.99 0.03 43.68 4.03
560 161.84 880.62 0.23 12.72 12.73
561 1170.34 874.66 0.20 14.49 2.52
562 1584.06 878.91 0.57 10.81 4.41
563 595.05 883.33 0.23 42.59 3.29
564 1971.19 883.96 0.34 -28.13 3.52
565 1120.75 892.70 0.65 -13.49 9.72
566 472.21 895.06 0.21 -70.46 5.81
567 1913.67 892.41 0.17 85.86 2.33
568 921.63 895.70 0.15 16.82 2.65
569 373.65 904.51 0.32 81.32 6.98
570 1623.03 902.56 0.18 -82.20 4.22
571 110.49 903.77 0.17 -65.38 2.46
572 1745.61 905.81 0.11 -61.06 5.47
573 420.42 905.82 0.17 36.59 4.07
574 1650.73 903.94 0.12 55.62 1.78
575 443.22 905.53 0.13 -74.90 3.09
576 1997.85 905.63 0.39 -53.71 2.11
577 1657.00 908.11 0.20 -44.10 3.34
578 1457.39 910.60 0.15 -55.09 4.41
579 1783.82 916.19 0.09 70.04 4.89
580 699.73 925.61 0.72 52.29 7.05
581 729.59 921.77 0.41 77.46 2.88
582 351.55 923.96 0.08 37.75 5.17
583 441.83 923.93 0.32 52.80 2.71
584 639.43 923.01 0.22 9.93 2.82
585 1201.60 925.12 0.06 -85.09 4.65
586 1353.30 925.05 0.10 -69.17 4.30
587 1660.78 924.43 0.21 65.45 2.39
588 263.01 925.99 0.69 51.28 1.60
589 1214.75 927.11 0.31 -87.29 2.39
590 1138.29 943.85 0.02 -45.09 15.08
591 1491.03 929.81 0.11 -45.68 2.88
592 511.06 931.25 0.30 14.56 3.87
593 1386.94 932.84 0.25 -61.65 4.15
594 948.39 931.17 0.11 8.15 2.33
595 732.21 933.82 0.42 66.72 3.61
596 1000.16 932.49 0.10 87.01 2.65
597 1429.49 935.77 0.02 -52.81 4.92
598 1394.26 936.95 0.10 45.23 3.29
599 765.57 937.12 0.13 -77.11 3.57
600 1776.02 938.68 0.07 1.15 4.95
601 1453.10 948.40 0.03 -70.55 7.20
602 610.67 953.92 0.03 69.44 9.18
603 1702.51 945.13 0.24 -37.80 1.60
